opcode_id	mnemonic	hex	disasm	instr_class	ref_rank	ref_status	ref_src	ref_dst	trc_src	trc_dst	verdict	signature	tierB_ref_only	llvm_src	llvm_dst	mra_vs_llvm	notes
ABS_32_dp_1src	abs	2220c05a	abs w2, w1	general	1:MRA	ok	GPR1	GPR2	GPR1	GPR2	agree	-	-	GPR1	GPR2	same	-
ABS_64_dp_1src	abs	2220c0da	abs x2, x1	general	1:MRA	ok	GPR1	GPR2	GPR1	GPR2	agree	-	-	GPR1	GPR2	same	-
ABS_asimdmisc_R	abs	64b8a04e	abs v4.4s, v3.4s	advsimd	1:MRA	ok	VEC3	VEC4	VEC3	VEC4	agree	-	-	VEC3	VEC4	same	-
ABS_asisdmisc_R	abs	efbae05e	abs d15, d23	advsimd	1:MRA	ok	VEC23	VEC15	VEC23	VEC15	agree	-	-	VEC23	VEC15	same	-
ADCS_32_addsub_carry	adcs	4300013a	adcs w3, w2, w1	general	1:MRA	ok	FLAGS,GPR1,GPR2	FLAGS,GPR3	FLAGS,GPR1,GPR2	FLAGS,GPR3	agree	-	-	FLAGS,GPR1,GPR2	FLAGS,GPR3	same	-
ADCS_64_addsub_carry	adcs	430001ba	adcs x3, x2, x1	general	1:MRA	ok	FLAGS,GPR1,GPR2	FLAGS,GPR3	FLAGS,GPR1,GPR2	FLAGS,GPR3	agree	-	-	FLAGS,GPR1,GPR2	FLAGS,GPR3	same	-
ADC_32_addsub_carry	adc	4300011a	adc w3, w2, w1	general	1:MRA	ok	FLAGS,GPR1,GPR2	GPR3	FLAGS,GPR1,GPR2	GPR3	agree	-	-	FLAGS,GPR1,GPR2	GPR3	same	-
ADC_64_addsub_carry	adc	4300019a	adc x3, x2, x1	general	1:MRA	ok	FLAGS,GPR1,GPR2	GPR3	FLAGS,GPR1,GPR2	GPR3	agree	-	-	FLAGS,GPR1,GPR2	GPR3	same	-
ADDG_64_addsub_immtags	addg	64088191	addg x4, x3, #16, #2	general	1:MRA	ok	GPR3,PSTATE.EL,SYS	GPR4	GPR3	GPR4	disagree	SRC+ref:SYS	PSTATE.EL	GPR3	GPR4	SRC+ref:SYS	-
ADDHN_asimddiff_N	addhn	ae42310e	addhn v14.8b, v21.8h, v17.8h	advsimd	1:MRA	ok	VEC17,VEC21	VEC14	VEC17,VEC21	VEC14	agree	-	-	VEC17,VEC21	VEC14	same	-
ADDP_asimdsame_only	addp	85bca34e	addp v5.4s, v4.4s, v3.4s	advsimd	1:MRA	ok	VEC3,VEC4	VEC5	VEC3,VEC4	VEC5	agree	-	-	VEC3,VEC4	VEC5	same	-
ADDP_asisdpair_only	addp	aebaf15e	addp d14, v21.2d	advsimd	1:MRA	ok	VEC21	VEC14	VEC21	VEC14	agree	-	-	VEC21	VEC14	same	-
ADDS_32S_addsub_ext	adds	854c212b	adds w5, w4, w1, uxtw #3	general	1:MRA	ok	GPR1,GPR4	FLAGS,GPR5	GPR1,GPR4	FLAGS,GPR5	agree	-	-	GPR1,GPR4	FLAGS,GPR5	same	-
ADDS_32S_addsub_imm	adds	64084031	adds w4, w3, #2, lsl #12	general	1:MRA	ok	GPR3	FLAGS,GPR4	GPR3	FLAGS,GPR4	agree	-	-	GPR3	FLAGS,GPR4	same	-
ADDS_32_addsub_shift	adds	850c422b	adds w5, w4, w2, lsr #3	general	1:MRA	ok	GPR2,GPR4	FLAGS,GPR5	GPR2,GPR4	FLAGS,GPR5	agree	-	-	GPR2,GPR4	FLAGS,GPR5	same	-
ADDS_64S_addsub_ext	adds	854c21ab	adds x5, x4, w1, uxtw #3	general	1:MRA	ok	GPR1,GPR4	FLAGS,GPR5	GPR1,GPR4	FLAGS,GPR5	agree	-	-	GPR1,GPR4	FLAGS,GPR5	same	-
ADDS_64S_addsub_imm	adds	640840b1	adds x4, x3, #2, lsl #12	general	1:MRA	ok	GPR3	FLAGS,GPR4	GPR3	FLAGS,GPR4	agree	-	-	GPR3	FLAGS,GPR4	same	-
ADDS_64_addsub_shift	adds	850c42ab	adds x5, x4, x2, lsr #3	general	1:MRA	ok	GPR2,GPR4	FLAGS,GPR5	GPR2,GPR4	FLAGS,GPR5	agree	-	-	GPR2,GPR4	FLAGS,GPR5	same	-
ADDV_asimdall_only	addv	64b8b14e	addv s4, v3.4s	advsimd	1:MRA	ok	VEC3	VEC4	VEC3	VEC4	agree	-	-	VEC3	VEC4	same	-
ADD_32_addsub_ext	add	854c210b	add w5, w4, w1, uxtw #3	general	1:MRA	ok	GPR1,GPR4	GPR5	GPR1,GPR4	GPR5	agree	-	-	GPR1,GPR4	GPR5	same	-
ADD_32_addsub_imm	add	64084011	add w4, w3, #2, lsl #12	general	1:MRA	ok	GPR3	GPR4	GPR3	GPR4	agree	-	-	GPR3	GPR4	same	-
ADD_32_addsub_shift	add	850c420b	add w5, w4, w2, lsr #3	general	1:MRA	ok	GPR2,GPR4	GPR5	GPR2,GPR4	GPR5	agree	-	-	GPR2,GPR4	GPR5	same	-
ADD_64_addsub_ext	add	854c218b	add x5, x4, w1, uxtw #3	general	1:MRA	ok	GPR1,GPR4	GPR5	GPR1,GPR4	GPR5	agree	-	-	GPR1,GPR4	GPR5	same	-
ADD_64_addsub_imm	add	64084091	add x4, x3, #2, lsl #12	general	1:MRA	ok	GPR3	GPR4	GPR3	GPR4	agree	-	-	GPR3	GPR4	same	-
ADD_64_addsub_shift	add	850c428b	add x5, x4, x2, lsr #3	general	1:MRA	ok	GPR2,GPR4	GPR5	GPR2,GPR4	GPR5	agree	-	-	GPR2,GPR4	GPR5	same	-
ADD_asimdsame_only	add	8584a34e	add v5.4s, v4.4s, v3.4s	advsimd	1:MRA	ok	VEC3,VEC4	VEC5	VEC3,VEC4	VEC5	agree	-	-	VEC3,VEC4	VEC5	same	-
ADD_asisdsame_only	add	4e84fd5e	add d14, d2, d29	advsimd	1:MRA	ok	VEC2,VEC29	VEC14	VEC2,VEC29	VEC14	agree	-	-	VEC2,VEC29	VEC14	same	-
ADRP_only_pcreladdr	adrp	430000b0	adrp x3, #36864	general	1:MRA	ok	IP	GPR3	-	GPR3	agree	-	IP	-	GPR3	same	-
ADR_only_pcreladdr	adr	43000030	adr x3, #9	general	1:MRA	ok	IP	GPR3	-	GPR3	agree	-	IP	-	GPR3	same	-
AESD_B_cryptoaes	aesd	2258284e	aesd v2.16b, v1.16b	advsimd	1:MRA	ok	VEC1,VEC2	VEC2	VEC1,VEC2	VEC2	agree	-	-	VEC1,VEC2	VEC2	same	-
AESE_B_cryptoaes	aese	2248284e	aese v2.16b, v1.16b	advsimd	1:MRA	ok	VEC1,VEC2	VEC2	VEC1,VEC2	VEC2	agree	-	-	VEC1,VEC2	VEC2	same	-
AESIMC_B_cryptoaes	aesimc	2278284e	aesimc v2.16b, v1.16b	advsimd	1:MRA	ok	VEC1	VEC2	VEC1	VEC2	agree	-	-	VEC1	VEC2	same	-
AESMC_B_cryptoaes	aesmc	2268284e	aesmc v2.16b, v1.16b	advsimd	1:MRA	ok	VEC1	VEC2	VEC1	VEC2	agree	-	-	VEC1	VEC2	same	-
ANDS_32S_log_imm	ands	64080172	ands w4, w3, #0x80000003	general	1:MRA	ok	GPR3	FLAGS,GPR4	GPR3	FLAGS,GPR4	agree	-	-	GPR3	FLAGS,GPR4	same	-
ANDS_32_log_shift	ands	850c426a	ands w5, w4, w2, lsr #3	general	1:MRA	ok	GPR2,GPR4	FLAGS,GPR5	GPR2,GPR4	FLAGS,GPR5	agree	-	-	GPR2,GPR4	FLAGS,GPR5	same	-
ANDS_64S_log_imm	ands	850c42f2	ands x5, x4, #0xc000000000000003	general	1:MRA	ok	GPR4	FLAGS,GPR5	GPR4	FLAGS,GPR5	agree	-	-	GPR4	FLAGS,GPR5	same	-
ANDS_64_log_shift	ands	850c42ea	ands x5, x4, x2, lsr #3	general	1:MRA	ok	GPR2,GPR4	FLAGS,GPR5	GPR2,GPR4	FLAGS,GPR5	agree	-	-	GPR2,GPR4	FLAGS,GPR5	same	-
AND_32_log_imm	and	64080112	and w4, w3, #0x80000003	general	1:MRA	ok	GPR3	GPR4	GPR3	GPR4	agree	-	-	GPR3	GPR4	same	-
AND_32_log_shift	and	850c420a	and w5, w4, w2, lsr #3	general	1:MRA	ok	GPR2,GPR4	GPR5	GPR2,GPR4	GPR5	agree	-	-	GPR2,GPR4	GPR5	same	-
AND_64_log_imm	and	850c4292	and x5, x4, #0xc000000000000003	general	1:MRA	ok	GPR4	GPR5	GPR4	GPR5	agree	-	-	GPR4	GPR5	same	-
AND_64_log_shift	and	850c428a	and x5, x4, x2, lsr #3	general	1:MRA	ok	GPR2,GPR4	GPR5	GPR2,GPR4	GPR5	agree	-	-	GPR2,GPR4	GPR5	same	-
AND_asimdsame_only	and	641c224e	and v4.16b, v3.16b, v2.16b	advsimd	1:MRA	ok	VEC2,VEC3	VEC4	VEC2,VEC3	VEC4	agree	-	-	VEC2,VEC3	VEC4	same	-
ASRV_32_dp_2src	asrv	4328c11a	asr w3, w2, w1	general	1:MRA	ok	GPR1,GPR2	GPR3	GPR1,GPR2	GPR3	agree	-	-	GPR1,GPR2	GPR3	same	-
ASRV_64_dp_2src	asrv	4328c19a	asr x3, x2, x1	general	1:MRA	ok	GPR1,GPR2	GPR3	GPR1,GPR2	GPR3	agree	-	-	GPR1,GPR2	GPR3	same	-
ASR_SBFM_32M_bitfield	asr	437c0113	asr w3, w2, #1	general	1:MRA	ok	GPR2	GPR3	GPR2	GPR3	agree	-	-	GPR2	GPR3	same	-
ASR_SBFM_64M_bitfield	asr	43fc4193	asr x3, x2, #1	general	1:MRA	ok	GPR2	GPR3	GPR2	GPR3	agree	-	-	GPR2	GPR3	same	-
AT_SYS_CR_systeminstrs	at	107808d5	at s1e1r, x16	system	1:MRA	ok	GPR16	SYS	GPR16	-	disagree	DST+ref:SYS	-	GPR16	-	DST+ref:SYS	-
AUTDA_64P_dp_1src	autda	2218c1da	autda x2, x1	general	1:MRA	ok	GPR1,GPR2,IP,PSTATE.EL,SYS	GPR2	GPR1,GPR2	GPR2	disagree	SRC+ref:SYS	IP,PSTATE.EL	GPR1,GPR2	GPR2	SRC+ref:SYS	-
AUTDB_64P_dp_1src	autdb	221cc1da	autdb x2, x1	general	1:MRA	ok	GPR1,GPR2,IP,PSTATE.EL,SYS	GPR2	GPR1,GPR2	GPR2	disagree	SRC+ref:SYS	IP,PSTATE.EL	GPR1,GPR2	GPR2	SRC+ref:SYS	-
AUTDZA_64Z_dp_1src	autdza	e13bc1da	autdza x1	general	1:MRA	ok	GPR1,IP,PSTATE.EL,SYS,ZERO	GPR1	GPR1	GPR1	disagree	SRC+ref:SYS SRC+ref:ZERO	IP,PSTATE.EL	GPR1	GPR1	SRC+ref:SYS SRC+ref:ZERO	-
AUTDZB_64Z_dp_1src	autdzb	e13fc1da	autdzb x1	general	1:MRA	ok	GPR1,IP,PSTATE.EL,SYS,ZERO	GPR1	GPR1	GPR1	disagree	SRC+ref:SYS SRC+ref:ZERO	IP,PSTATE.EL	GPR1	GPR1	SRC+ref:SYS SRC+ref:ZERO	-
AUTIA1716_HI_hints	autia1716	9f2103d5	autia1716	system	1:MRA	ok	GPR16,GPR17,IP,PSTATE.EL,SYS	GPR17	GPR16,GPR17	GPR17	disagree	SRC+ref:SYS	IP,PSTATE.EL	GPR16,GPR17	GPR17	SRC+ref:SYS	-
AUTIASP_HI_hints	autiasp	bf2303d5	autiasp	system	1:MRA	ok	IP,LR,PSTATE.EL,SP,SYS	LR	LR,SP	LR	disagree	SRC+ref:SYS	IP,PSTATE.EL	LR,SP	LR	SRC+ref:SYS	-
AUTIAZ_HI_hints	autiaz	9f2303d5	autiaz	system	1:MRA	ok	IP,LR,PSTATE.EL,SYS,ZERO	LR	LR	LR	disagree	SRC+ref:SYS SRC+ref:ZERO	IP,PSTATE.EL	LR	LR	SRC+ref:SYS SRC+ref:ZERO	-
AUTIA_64P_dp_1src	autia	2210c1da	autia x2, x1	general	1:MRA	ok	GPR1,GPR2,IP,PSTATE.EL,SYS	GPR2	GPR1,GPR2	GPR2	disagree	SRC+ref:SYS	IP,PSTATE.EL	GPR1,GPR2	GPR2	SRC+ref:SYS	-
AUTIB1716_HI_hints	autib1716	df2103d5	autib1716	system	1:MRA	ok	GPR16,GPR17,IP,PSTATE.EL,SYS	GPR17	GPR16,GPR17	GPR17	disagree	SRC+ref:SYS	IP,PSTATE.EL	GPR16,GPR17	GPR17	SRC+ref:SYS	-
AUTIBSP_HI_hints	autibsp	ff2303d5	autibsp	system	1:MRA	ok	IP,LR,PSTATE.EL,SP,SYS	LR	LR,SP	LR	disagree	SRC+ref:SYS	IP,PSTATE.EL	LR,SP	LR	SRC+ref:SYS	-
AUTIBZ_HI_hints	autibz	df2303d5	autibz	system	1:MRA	ok	IP,LR,PSTATE.EL,SYS,ZERO	LR	LR	LR	disagree	SRC+ref:SYS SRC+ref:ZERO	IP,PSTATE.EL	LR	LR	SRC+ref:SYS SRC+ref:ZERO	-
AUTIB_64P_dp_1src	autib	2214c1da	autib x2, x1	general	1:MRA	ok	GPR1,GPR2,IP,PSTATE.EL,SYS	GPR2	GPR1,GPR2	GPR2	disagree	SRC+ref:SYS	IP,PSTATE.EL	GPR1,GPR2	GPR2	SRC+ref:SYS	-
AUTIZA_64Z_dp_1src	autiza	e133c1da	autiza x1	general	1:MRA	ok	GPR1,IP,PSTATE.EL,SYS,ZERO	GPR1	GPR1	GPR1	disagree	SRC+ref:SYS SRC+ref:ZERO	IP,PSTATE.EL	GPR1	GPR1	SRC+ref:SYS SRC+ref:ZERO	-
AUTIZB_64Z_dp_1src	autizb	e137c1da	autizb x1	general	1:MRA	ok	GPR1,IP,PSTATE.EL,SYS,ZERO	GPR1	GPR1	GPR1	disagree	SRC+ref:SYS SRC+ref:ZERO	IP,PSTATE.EL	GPR1	GPR1	SRC+ref:SYS SRC+ref:ZERO	-
AXFLAG_M_pstate	axflag	5f4000d5	axflag	system	1:MRA	ok	FLAGS	FLAGS	FLAGS	FLAGS	agree	-	-	FLAGS	FLAGS	same	-
BCAX_VVV16_crypto4	bcax	640821ce	bcax v4.16b, v3.16b, v1.16b, v2.16b	advsimd	1:MRA	ok	VEC1,VEC2,VEC3	VEC4	VEC1,VEC2,VEC3	VEC4	agree	-	-	VEC1,VEC2,VEC3	VEC4	same	-
BC_only_condbranch	bc	32000054	bc.hs #4	general	1:MRA	ok	FLAGS,IP,PSTATE.EL	IP	FLAGS	-	agree	-	IP,PSTATE.EL	FLAGS	-	same	-
BFCVTN_asimdmisc_4S	bfcvtn	6b6ba10e	bfcvtn v11.4h, v27.4s	advsimd	1:MRA	ok	FCSR,PSTATE.SM,VEC27	FCSR,VEC11	FCSR,VEC27	VEC11	disagree	DST+ref:FCSR	PSTATE.SM	FCSR,VEC27	VEC11	DST+ref:FCSR	-
BFCVT_BS_floatdp1	bfcvt	2240631e	bfcvt h2, s1	float	1:MRA	ok	FCSR,PSTATE.SM,VEC1	FCSR,VEC2	FCSR,VEC1	VEC2	disagree	DST+ref:FCSR	PSTATE.SM	FCSR,VEC1	VEC2	DST+ref:FCSR	-
BFC_BFM_32M_bitfield	bfc	e30b0133	bfxil w3, wzr, #1, #2	general	1:MRA	ok	GPR3,ZERO	GPR3	GPR3,ZERO	GPR3	agree	-	-	GPR3,ZERO	GPR3	same	-
BFC_BFM_64M_bitfield	bfc	e30b41b3	bfxil x3, xzr, #1, #2	general	1:MRA	ok	GPR3,ZERO	GPR3	GPR3,ZERO	GPR3	agree	-	-	GPR3,ZERO	GPR3	same	-
BFDOT_asimdelem_E	bfdot	c1f8544f	bfdot v1.4s, v6.8h, v20.2h[2]	advsimd	1:MRA	ok	FCSR,VEC1,VEC20,VEC6	VEC1	VEC1,VEC20,VEC6	VEC1	disagree	SRC+ref:FCSR	-	VEC1,VEC20,VEC6	VEC1	SRC+ref:FCSR	-
BFDOT_asimdsame2_D	bfdot	64fc426e	bfdot v4.4s, v3.8h, v2.8h	advsimd	1:MRA	ok	FCSR,VEC2,VEC3,VEC4	VEC4	VEC2,VEC3,VEC4	VEC4	disagree	SRC+ref:FCSR	-	VEC2,VEC3,VEC4	VEC4	SRC+ref:FCSR	-
BFI_BFM_32M_bitfield	bfi	f0391a33	bfi w16, w15, #6, #15	general	1:MRA	ok	GPR15,GPR16	GPR16	GPR15,GPR16	GPR16	agree	-	-	GPR15,GPR16	GPR16	same	-
BFI_BFM_64M_bitfield	bfi	8dc576b3	bfi x13, x12, #10, #50	general	1:MRA	ok	GPR12,GPR13	GPR13	GPR12,GPR13	GPR13	agree	-	-	GPR12,GPR13	GPR13	same	-
BFMLAL_asimdelem_F	bfmlal	c1f8d44f	bfmlalt v1.4s, v6.8h, v4.h[5]	advsimd	1:MRA	ok	FCSR,VEC1,VEC4,VEC6	VEC1	FCSR,VEC1,VEC4,VEC6	VEC1	agree	-	-	FCSR,VEC1,VEC4,VEC6	VEC1	same	-
BFMLAL_asimdsame2_F_	bfmlal	64fcc26e	bfmlalt v4.4s, v3.8h, v2.8h	advsimd	1:MRA	ok	FCSR,VEC2,VEC3,VEC4	VEC4	FCSR,VEC2,VEC3,VEC4	VEC4	agree	-	-	FCSR,VEC2,VEC3,VEC4	VEC4	same	-
BFMMLA_asimdsame2_E	bfmmla	43ec416e	bfmmla v3.4s, v2.8h, v1.8h	advsimd	1:MRA	ok	FCSR,VEC1,VEC2,VEC3	VEC3	VEC1,VEC2,VEC3	VEC3	disagree	SRC+ref:FCSR	-	VEC1,VEC2,VEC3	VEC3	SRC+ref:FCSR	-
BFM_32M_bitfield	bfm	64080133	bfxil w4, w3, #1, #2	general	1:MRA	ok	GPR3,GPR4	GPR4	GPR3,GPR4	GPR4	agree	-	-	GPR3,GPR4	GPR4	same	-
BFM_64M_bitfield	bfm	640841b3	bfxil x4, x3, #1, #2	general	1:MRA	ok	GPR3,GPR4	GPR4	GPR3,GPR4	GPR4	agree	-	-	GPR3,GPR4	GPR4	same	-
BFXIL_BFM_32M_bitfield	bfxil	b8000033	bfxil w24, w5, #0, #1	general	1:MRA	ok	GPR24,GPR5	GPR24	GPR24,GPR5	GPR24	agree	-	-	GPR24,GPR5	GPR24	same	-
BFXIL_BFM_64M_bitfield	bfxil	d50340b3	bfxil x21, x30, #0, #1	general	1:MRA	ok	GPR21,LR	GPR21	GPR21,LR	GPR21	agree	-	-	GPR21,LR	GPR21	same	-
BICS_32_log_shift	bics	850c626a	bics w5, w4, w2, lsr #3	general	1:MRA	ok	GPR2,GPR4	FLAGS,GPR5	GPR2,GPR4	FLAGS,GPR5	agree	-	-	GPR2,GPR4	FLAGS,GPR5	same	-
BICS_64_log_shift	bics	850c62ea	bics x5, x4, x2, lsr #3	general	1:MRA	ok	GPR2,GPR4	FLAGS,GPR5	GPR2,GPR4	FLAGS,GPR5	agree	-	-	GPR2,GPR4	FLAGS,GPR5	same	-
BIC_32_log_shift	bic	850c620a	bic w5, w4, w2, lsr #3	general	1:MRA	ok	GPR2,GPR4	GPR5	GPR2,GPR4	GPR5	agree	-	-	GPR2,GPR4	GPR5	same	-
BIC_64_log_shift	bic	850c628a	bic x5, x4, x2, lsr #3	general	1:MRA	ok	GPR2,GPR4	GPR5	GPR2,GPR4	GPR5	agree	-	-	GPR2,GPR4	GPR5	same	-
BIC_and_z_zi_	bic	06008005	and z6.s, z6.s, #0x1	sve	1:MRA	ok	VEC6	VEC6	VEC6	VEC6	agree	-	-	VEC6	VEC6	same	-
BIC_asimdimm_L_hl	bic	4595026f	bic v5.8h, #74	advsimd	1:MRA	ok	VEC5	VEC5	VEC5	VEC5	agree	-	-	VEC5	VEC5	same	-
BIC_asimdimm_L_sl	bic	4555026f	bic v5.4s, #74, lsl #16	advsimd	1:MRA	ok	VEC5	VEC5	VEC5	VEC5	agree	-	-	VEC5	VEC5	same	-
BIC_asimdsame_only	bic	641c624e	bic v4.16b, v3.16b, v2.16b	advsimd	1:MRA	ok	VEC2,VEC3	VEC4	VEC2,VEC3	VEC4	agree	-	-	VEC2,VEC3	VEC4	same	-
BIF_asimdsame_only	bif	641ce26e	bif v4.16b, v3.16b, v2.16b	advsimd	1:MRA	ok	VEC2,VEC3,VEC4	VEC4	VEC2,VEC3,VEC4	VEC4	agree	-	-	VEC2,VEC3,VEC4	VEC4	same	-
BIT_asimdsame_only	bit	641ca26e	bit v4.16b, v3.16b, v2.16b	advsimd	1:MRA	ok	VEC2,VEC3,VEC4	VEC4	VEC2,VEC3,VEC4	VEC4	agree	-	-	VEC2,VEC3,VEC4	VEC4	same	-
BLRAAZ_64_branch_reg	blraaz	3f083fd6	blraaz x1	general	1:MRA	ok	GPR1,IP,PSTATE.EL,SYS,ZERO	IP,LR	GPR1	LR	disagree	SRC+ref:SYS SRC+ref:ZERO	IP,PSTATE.EL	GPR1	LR	SRC+ref:SYS SRC+ref:ZERO	-
BLRAA_64P_branch_reg	blraa	22083fd7	blraa x1, x2	general	1:MRA	ok	GPR1,GPR2,IP,PSTATE.EL,SYS	IP,LR	GPR1,GPR2	LR	disagree	SRC+ref:SYS	IP,PSTATE.EL	GPR1,GPR2	LR	SRC+ref:SYS	-
BLRABZ_64_branch_reg	blrabz	3f0c3fd6	blrabz x1	general	1:MRA	ok	GPR1,IP,PSTATE.EL,SYS,ZERO	IP,LR	GPR1	LR	disagree	SRC+ref:SYS SRC+ref:ZERO	IP,PSTATE.EL	GPR1	LR	SRC+ref:SYS SRC+ref:ZERO	-
BLRAB_64P_branch_reg	blrab	220c3fd7	blrab x1, x2	general	1:MRA	ok	GPR1,GPR2,IP,PSTATE.EL,SYS	IP,LR	GPR1,GPR2	LR	disagree	SRC+ref:SYS	IP,PSTATE.EL	GPR1,GPR2	LR	SRC+ref:SYS	-
BLR_64_branch_reg	blr	20003fd6	blr x1	general	1:MRA	ok	GPR1,IP,PSTATE.EL,SYS	IP,LR	GPR1	LR	disagree	SRC+ref:SYS	IP,PSTATE.EL	GPR1	LR	SRC+ref:SYS	-
BL_only_branch_imm	bl	01000094	bl #4	general	1:MRA	ok	IP,PSTATE.EL,SYS	IP,LR	-	LR	disagree	SRC+ref:SYS	IP,PSTATE.EL	-	LR	SRC+ref:SYS	-
BRAAZ_64_branch_reg	braaz	3f081fd6	braaz x1	general	1:MRA	ok	GPR1,IP,PSTATE.EL,SYS,ZERO	IP	GPR1	-	disagree	SRC+ref:SYS SRC+ref:ZERO	IP,PSTATE.EL	GPR1	-	SRC+ref:SYS SRC+ref:ZERO	-
BRAA_64P_branch_reg	braa	22081fd7	braa x1, x2	general	1:MRA	ok	GPR1,GPR2,IP,PSTATE.EL,SYS	IP	GPR1,GPR2	-	disagree	SRC+ref:SYS	IP,PSTATE.EL	GPR1,GPR2	-	SRC+ref:SYS	-
BRABZ_64_branch_reg	brabz	3f0c1fd6	brabz x1	general	1:MRA	ok	GPR1,IP,PSTATE.EL,SYS,ZERO	IP	GPR1	-	disagree	SRC+ref:SYS SRC+ref:ZERO	IP,PSTATE.EL	GPR1	-	SRC+ref:SYS SRC+ref:ZERO	-
BRAB_64P_branch_reg	brab	220c1fd7	brab x1, x2	general	1:MRA	ok	GPR1,GPR2,IP,PSTATE.EL,SYS	IP	GPR1,GPR2	-	disagree	SRC+ref:SYS	IP,PSTATE.EL	GPR1,GPR2	-	SRC+ref:SYS	-
BRB_SYS_CR_systeminstrs	brb	bf7209d5	brb inj	system	1:MRA	ok	ZERO	SYS	-	-	disagree	DST+ref:SYS SRC+ref:ZERO	-	-	-	DST+ref:SYS SRC+ref:ZERO	-
BRK_EX_exception	brk	200020d4	brk #0x1	system	1:MRA	ok	-	-	-	-	agree	-	-	-	-	same	-
BR_64_branch_reg	br	20001fd6	br x1	general	1:MRA	ok	GPR1,PSTATE.EL	IP	GPR1	-	agree	-	IP,PSTATE.EL	GPR1	-	same	-
BSL_asimdsame_only	bsl	641c626e	bsl v4.16b, v3.16b, v2.16b	advsimd	1:MRA	ok	VEC2,VEC3,VEC4	VEC4	VEC2,VEC3,VEC4	VEC4	agree	-	-	VEC2,VEC3,VEC4	VEC4	same	-
BTI_HB_hints	bti	1f2403d5	bti	system	1:MRA	ok	-	-	-	-	agree	-	-	-	-	same	-
B_only_branch_imm	b	01000014	b #4	general	1:MRA	ok	IP,PSTATE.EL	IP	-	-	agree	-	IP,PSTATE.EL	-	-	same	-
B_only_condbranch	b	22000054	b.hs #4	general	1:MRA	ok	FLAGS,IP,PSTATE.EL	IP	FLAGS	-	agree	-	IP,PSTATE.EL	FLAGS	-	same	-
CASAB_C32_comswap	casab	437ce108	casab w1, w3, [x2]	general	1:MRA	ok	GPR1,GPR2,GPR3	GPR1	GPR1,GPR2,GPR3	GPR1	agree	-	-	GPR1,GPR2,GPR3	GPR1	same	-
CASAH_C32_comswap	casah	437ce148	casah w1, w3, [x2]	general	1:MRA	ok	GPR1,GPR2,GPR3	GPR1	GPR1,GPR2,GPR3	GPR1	agree	-	-	GPR1,GPR2,GPR3	GPR1	same	-
CASALB_C32_comswap	casalb	43fce108	casalb w1, w3, [x2]	general	1:MRA	ok	GPR1,GPR2,GPR3	GPR1	GPR1,GPR2,GPR3	GPR1	agree	-	-	GPR1,GPR2,GPR3	GPR1	same	-
CASALH_C32_comswap	casalh	43fce148	casalh w1, w3, [x2]	general	1:MRA	ok	GPR1,GPR2,GPR3	GPR1	GPR1,GPR2,GPR3	GPR1	agree	-	-	GPR1,GPR2,GPR3	GPR1	same	-
CASAL_C32_comswap	casal	43fce188	casal w1, w3, [x2]	general	1:MRA	ok	GPR1,GPR2,GPR3	GPR1	GPR1,GPR2,GPR3	GPR1	agree	-	-	GPR1,GPR2,GPR3	GPR1	same	-
CASAL_C64_comswap	casal	43fce1c8	casal x1, x3, [x2]	general	1:MRA	ok	GPR1,GPR2,GPR3	GPR1	GPR1,GPR2,GPR3	GPR1	agree	-	-	GPR1,GPR2,GPR3	GPR1	same	-
CASA_C32_comswap	casa	437ce188	casa w1, w3, [x2]	general	1:MRA	ok	GPR1,GPR2,GPR3	GPR1	GPR1,GPR2,GPR3	GPR1	agree	-	-	GPR1,GPR2,GPR3	GPR1	same	-
CASA_C64_comswap	casa	437ce1c8	casa x1, x3, [x2]	general	1:MRA	ok	GPR1,GPR2,GPR3	GPR1	GPR1,GPR2,GPR3	GPR1	agree	-	-	GPR1,GPR2,GPR3	GPR1	same	-
CASB_C32_comswap	casb	437ca108	casb w1, w3, [x2]	general	1:MRA	ok	GPR1,GPR2,GPR3	GPR1	GPR1,GPR2,GPR3	GPR1	agree	-	-	GPR1,GPR2,GPR3	GPR1	same	-
CASH_C32_comswap	cash	437ca148	cash w1, w3, [x2]	general	1:MRA	ok	GPR1,GPR2,GPR3	GPR1	GPR1,GPR2,GPR3	GPR1	agree	-	-	GPR1,GPR2,GPR3	GPR1	same	-
CASLB_C32_comswap	caslb	43fca108	caslb w1, w3, [x2]	general	1:MRA	ok	GPR1,GPR2,GPR3	GPR1	GPR1,GPR2,GPR3	GPR1	agree	-	-	GPR1,GPR2,GPR3	GPR1	same	-
CASLH_C32_comswap	caslh	43fca148	caslh w1, w3, [x2]	general	1:MRA	ok	GPR1,GPR2,GPR3	GPR1	GPR1,GPR2,GPR3	GPR1	agree	-	-	GPR1,GPR2,GPR3	GPR1	same	-
CASL_C32_comswap	casl	43fca188	casl w1, w3, [x2]	general	1:MRA	ok	GPR1,GPR2,GPR3	GPR1	GPR1,GPR2,GPR3	GPR1	agree	-	-	GPR1,GPR2,GPR3	GPR1	same	-
CASL_C64_comswap	casl	43fca1c8	casl x1, x3, [x2]	general	1:MRA	ok	GPR1,GPR2,GPR3	GPR1	GPR1,GPR2,GPR3	GPR1	agree	-	-	GPR1,GPR2,GPR3	GPR1	same	-
