opcode_id	mnemonic	hex	disasm	instr_class	ref_rank	ref_status	ref_src	ref_dst	trc_src	trc_dst	verdict	signature	tierB_ref_only	llvm_src	llvm_dst	mra_vs_llvm	notes
ldnt1b_z_p_ar_s_x32_unscaled	ldnt1b	64a80184	ldnt1b { z4.s }, p2/z, [z3.s, x1]	sve2	1:MRA	ok	GPR1,PRED2,VEC3	VEC4	GPR1,PRED2,VEC3	VEC4	agree	-	-	GPR1,PRED2,VEC3	VEC4	same	unbounded-loop
ldnt1b_z_p_bi_contiguous	ldnt1b	64e801a4	ldnt1b { z4.b }, p2/z, [x3, #1, mul vl]	sve	1:MRA	ok	GPR3,PRED2	VEC4	GPR3,PRED2	VEC4	agree	-	-	GPR3,PRED2	VEC4	same	unbounded-loop
ldnt1b_z_p_br_contiguous	ldnt1b	64c801a4	ldnt1b { z4.b }, p2/z, [x3, x1]	sve	1:MRA	ok	GPR1,GPR3,PRED2	VEC4	GPR1,GPR3,PRED2	VEC4	agree	-	-	GPR1,GPR3,PRED2	VEC4	same	unbounded-loop
ldnt1d_mz_p_bi_2	ldnt1d	696841a0	ldnt1d { z8.d, z9.d }, pn10/z, [x3, #2, mul vl]	sve2	1:MRA	ok	GPR3,PRED10	VEC8,VEC9	GPR3,PRED10	VEC8,VEC9	agree	-	-	GPR3,PRED10	VEC8,VEC9	same	unbounded-loop
ldnt1d_mz_p_bi_4	ldnt1d	71e841a0	ldnt1d { z16.d - z19.d }, pn10/z, [x3, #4, mul vl]	sve2	1:MRA	ok	GPR3,PRED10	VEC16,VEC17,VEC18,VEC19	GPR3,PRED10	VEC16,VEC17,VEC18,VEC19	agree	-	-	GPR3,PRED10	VEC16,VEC17,VEC18,VEC19	same	unbounded-loop
ldnt1d_mz_p_br_2	ldnt1d	696801a0	ldnt1d { z8.d, z9.d }, pn10/z, [x3, x1, lsl #3]	sve2	1:MRA	ok	GPR1,GPR3,PRED10	VEC8,VEC9	GPR1,GPR3,PRED10	VEC8,VEC9	agree	-	-	GPR1,GPR3,PRED10	VEC8,VEC9	same	unbounded-loop
ldnt1d_mz_p_br_4	ldnt1d	71e801a0	ldnt1d { z16.d - z19.d }, pn10/z, [x3, x1, lsl #3]	sve2	1:MRA	ok	GPR1,GPR3,PRED10	VEC16,VEC17,VEC18,VEC19	GPR1,GPR3,PRED10	VEC16,VEC17,VEC18,VEC19	agree	-	-	GPR1,GPR3,PRED10	VEC16,VEC17,VEC18,VEC19	same	unbounded-loop
ldnt1d_mzx_p_bi_2x8	ldnt1d	6d6841a1	ldnt1d { z5.d, z13.d }, pn10/z, [x3, #2, mul vl]	mortlach2	1:MRA	ok	GPR3,PRED10	VEC13,VEC5	GPR3,PRED10	VEC13,VEC5	agree	-	-	GPR3,PRED10	VEC13,VEC5	same	unbounded-loop
ldnt1d_mzx_p_bi_4x4	ldnt1d	69e841a1	ldnt1d { z1.d, z5.d, z9.d, z13.d }, pn10/z, [x3, #4, mul vl]	mortlach2	1:MRA	ok	GPR3,PRED10	VEC1,VEC13,VEC5,VEC9	GPR3,PRED10	VEC1,VEC13,VEC5,VEC9	agree	-	-	GPR3,PRED10	VEC1,VEC13,VEC5,VEC9	same	unbounded-loop
ldnt1d_mzx_p_br_2x8	ldnt1d	6d6801a1	ldnt1d { z5.d, z13.d }, pn10/z, [x3, x1, lsl #3]	mortlach2	1:MRA	ok	GPR1,GPR3,PRED10	VEC13,VEC5	GPR1,GPR3,PRED10	VEC13,VEC5	agree	-	-	GPR1,GPR3,PRED10	VEC13,VEC5	same	unbounded-loop
ldnt1d_mzx_p_br_4x4	ldnt1d	69e801a1	ldnt1d { z1.d, z5.d, z9.d, z13.d }, pn10/z, [x3, x1, lsl #3]	mortlach2	1:MRA	ok	GPR1,GPR3,PRED10	VEC1,VEC13,VEC5,VEC9	GPR1,GPR3,PRED10	VEC1,VEC13,VEC5,VEC9	agree	-	-	GPR1,GPR3,PRED10	VEC1,VEC13,VEC5,VEC9	same	unbounded-loop
ldnt1d_z_p_ar_d_64_unscaled	ldnt1d	64c881c5	ldnt1d { z4.d }, p2/z, [z3.d, x1]	sve2	1:MRA	ok	GPR1,PRED2,VEC3	VEC4	GPR1,PRED2,VEC3	VEC4	agree	-	-	GPR1,PRED2,VEC3	VEC4	same	unbounded-loop
ldnt1d_z_p_bi_contiguous	ldnt1d	64e881a5	ldnt1d { z4.d }, p2/z, [x3, #1, mul vl]	sve	1:MRA	ok	GPR3,PRED2	VEC4	GPR3,PRED2	VEC4	agree	-	-	GPR3,PRED2	VEC4	same	unbounded-loop
ldnt1d_z_p_br_contiguous	ldnt1d	64c881a5	ldnt1d { z4.d }, p2/z, [x3, x1, lsl #3]	sve	1:MRA	ok	GPR1,GPR3,PRED2	VEC4	GPR1,GPR3,PRED2	VEC4	agree	-	-	GPR1,GPR3,PRED2	VEC4	same	unbounded-loop
ldnt1h_mz_p_bi_2	ldnt1h	692841a0	ldnt1h { z8.h, z9.h }, pn10/z, [x3, #2, mul vl]	sve2	1:MRA	ok	GPR3,PRED10	VEC8,VEC9	GPR3,PRED10	VEC8,VEC9	agree	-	-	GPR3,PRED10	VEC8,VEC9	same	unbounded-loop
ldnt1h_mz_p_bi_4	ldnt1h	71a841a0	ldnt1h { z16.h - z19.h }, pn10/z, [x3, #4, mul vl]	sve2	1:MRA	ok	GPR3,PRED10	VEC16,VEC17,VEC18,VEC19	GPR3,PRED10	VEC16,VEC17,VEC18,VEC19	agree	-	-	GPR3,PRED10	VEC16,VEC17,VEC18,VEC19	same	unbounded-loop
ldnt1h_mz_p_br_2	ldnt1h	692801a0	ldnt1h { z8.h, z9.h }, pn10/z, [x3, x1, lsl #1]	sve2	1:MRA	ok	GPR1,GPR3,PRED10	VEC8,VEC9	GPR1,GPR3,PRED10	VEC8,VEC9	agree	-	-	GPR1,GPR3,PRED10	VEC8,VEC9	same	unbounded-loop
ldnt1h_mz_p_br_4	ldnt1h	71a801a0	ldnt1h { z16.h - z19.h }, pn10/z, [x3, x1, lsl #1]	sve2	1:MRA	ok	GPR1,GPR3,PRED10	VEC16,VEC17,VEC18,VEC19	GPR1,GPR3,PRED10	VEC16,VEC17,VEC18,VEC19	agree	-	-	GPR1,GPR3,PRED10	VEC16,VEC17,VEC18,VEC19	same	unbounded-loop
ldnt1h_mzx_p_bi_2x8	ldnt1h	6d2841a1	ldnt1h { z5.h, z13.h }, pn10/z, [x3, #2, mul vl]	mortlach2	1:MRA	ok	GPR3,PRED10	VEC13,VEC5	GPR3,PRED10	VEC13,VEC5	agree	-	-	GPR3,PRED10	VEC13,VEC5	same	unbounded-loop
ldnt1h_mzx_p_bi_4x4	ldnt1h	69a841a1	ldnt1h { z1.h, z5.h, z9.h, z13.h }, pn10/z, [x3, #4, mul vl]	mortlach2	1:MRA	ok	GPR3,PRED10	VEC1,VEC13,VEC5,VEC9	GPR3,PRED10	VEC1,VEC13,VEC5,VEC9	agree	-	-	GPR3,PRED10	VEC1,VEC13,VEC5,VEC9	same	unbounded-loop
ldnt1h_mzx_p_br_2x8	ldnt1h	6d2801a1	ldnt1h { z5.h, z13.h }, pn10/z, [x3, x1, lsl #1]	mortlach2	1:MRA	ok	GPR1,GPR3,PRED10	VEC13,VEC5	GPR1,GPR3,PRED10	VEC13,VEC5	agree	-	-	GPR1,GPR3,PRED10	VEC13,VEC5	same	unbounded-loop
ldnt1h_mzx_p_br_4x4	ldnt1h	69a801a1	ldnt1h { z1.h, z5.h, z9.h, z13.h }, pn10/z, [x3, x1, lsl #1]	mortlach2	1:MRA	ok	GPR1,GPR3,PRED10	VEC1,VEC13,VEC5,VEC9	GPR1,GPR3,PRED10	VEC1,VEC13,VEC5,VEC9	agree	-	-	GPR1,GPR3,PRED10	VEC1,VEC13,VEC5,VEC9	same	unbounded-loop
ldnt1h_z_p_ar_d_64_unscaled	ldnt1h	64c881c4	ldnt1h { z4.d }, p2/z, [z3.d, x1]	sve2	1:MRA	ok	GPR1,PRED2,VEC3	VEC4	GPR1,PRED2,VEC3	VEC4	agree	-	-	GPR1,PRED2,VEC3	VEC4	same	unbounded-loop
ldnt1h_z_p_ar_s_x32_unscaled	ldnt1h	64a88184	ldnt1h { z4.s }, p2/z, [z3.s, x1]	sve2	1:MRA	ok	GPR1,PRED2,VEC3	VEC4	GPR1,PRED2,VEC3	VEC4	agree	-	-	GPR1,PRED2,VEC3	VEC4	same	unbounded-loop
ldnt1h_z_p_bi_contiguous	ldnt1h	64e881a4	ldnt1h { z4.h }, p2/z, [x3, #1, mul vl]	sve	1:MRA	ok	GPR3,PRED2	VEC4	GPR3,PRED2	VEC4	agree	-	-	GPR3,PRED2	VEC4	same	unbounded-loop
ldnt1h_z_p_br_contiguous	ldnt1h	64c881a4	ldnt1h { z4.h }, p2/z, [x3, x1, lsl #1]	sve	1:MRA	ok	GPR1,GPR3,PRED2	VEC4	GPR1,GPR3,PRED2	VEC4	agree	-	-	GPR1,GPR3,PRED2	VEC4	same	unbounded-loop
ldnt1sb_z_p_ar_d_64_unscaled	ldnt1sb	648801c4	ldnt1sb { z4.d }, p2/z, [z3.d, x1]	sve2	1:MRA	ok	GPR1,PRED2,VEC3	VEC4	GPR1,PRED2,VEC3	VEC4	agree	-	-	GPR1,PRED2,VEC3	VEC4	same	unbounded-loop
ldnt1sb_z_p_ar_s_x32_unscaled	ldnt1sb	64880184	ldnt1sb { z4.s }, p2/z, [z3.s, x1]	sve2	1:MRA	ok	GPR1,PRED2,VEC3	VEC4	GPR1,PRED2,VEC3	VEC4	agree	-	-	GPR1,PRED2,VEC3	VEC4	same	unbounded-loop
ldnt1sh_z_p_ar_d_64_unscaled	ldnt1sh	648881c4	ldnt1sh { z4.d }, p2/z, [z3.d, x1]	sve2	1:MRA	ok	GPR1,PRED2,VEC3	VEC4	GPR1,PRED2,VEC3	VEC4	agree	-	-	GPR1,PRED2,VEC3	VEC4	same	unbounded-loop
ldnt1sh_z_p_ar_s_x32_unscaled	ldnt1sh	64888184	ldnt1sh { z4.s }, p2/z, [z3.s, x1]	sve2	1:MRA	ok	GPR1,PRED2,VEC3	VEC4	GPR1,PRED2,VEC3	VEC4	agree	-	-	GPR1,PRED2,VEC3	VEC4	same	unbounded-loop
ldnt1sw_z_p_ar_d_64_unscaled	ldnt1sw	648801c5	ldnt1sw { z4.d }, p2/z, [z3.d, x1]	sve2	1:MRA	ok	GPR1,PRED2,VEC3	VEC4	GPR1,PRED2,VEC3	VEC4	agree	-	-	GPR1,PRED2,VEC3	VEC4	same	unbounded-loop
ldnt1w_mz_p_bi_2	ldnt1w	694841a0	ldnt1w { z8.s, z9.s }, pn10/z, [x3, #2, mul vl]	sve2	1:MRA	ok	GPR3,PRED10	VEC8,VEC9	GPR3,PRED10	VEC8,VEC9	agree	-	-	GPR3,PRED10	VEC8,VEC9	same	unbounded-loop
ldnt1w_mz_p_bi_4	ldnt1w	71c841a0	ldnt1w { z16.s - z19.s }, pn10/z, [x3, #4, mul vl]	sve2	1:MRA	ok	GPR3,PRED10	VEC16,VEC17,VEC18,VEC19	GPR3,PRED10	VEC16,VEC17,VEC18,VEC19	agree	-	-	GPR3,PRED10	VEC16,VEC17,VEC18,VEC19	same	unbounded-loop
ldnt1w_mz_p_br_2	ldnt1w	694801a0	ldnt1w { z8.s, z9.s }, pn10/z, [x3, x1, lsl #2]	sve2	1:MRA	ok	GPR1,GPR3,PRED10	VEC8,VEC9	GPR1,GPR3,PRED10	VEC8,VEC9	agree	-	-	GPR1,GPR3,PRED10	VEC8,VEC9	same	unbounded-loop
ldnt1w_mz_p_br_4	ldnt1w	71c801a0	ldnt1w { z16.s - z19.s }, pn10/z, [x3, x1, lsl #2]	sve2	1:MRA	ok	GPR1,GPR3,PRED10	VEC16,VEC17,VEC18,VEC19	GPR1,GPR3,PRED10	VEC16,VEC17,VEC18,VEC19	agree	-	-	GPR1,GPR3,PRED10	VEC16,VEC17,VEC18,VEC19	same	unbounded-loop
ldnt1w_mzx_p_bi_2x8	ldnt1w	6d4841a1	ldnt1w { z5.s, z13.s }, pn10/z, [x3, #2, mul vl]	mortlach2	1:MRA	ok	GPR3,PRED10	VEC13,VEC5	GPR3,PRED10	VEC13,VEC5	agree	-	-	GPR3,PRED10	VEC13,VEC5	same	unbounded-loop
ldnt1w_mzx_p_bi_4x4	ldnt1w	69c841a1	ldnt1w { z1.s, z5.s, z9.s, z13.s }, pn10/z, [x3, #4, mul vl]	mortlach2	1:MRA	ok	GPR3,PRED10	VEC1,VEC13,VEC5,VEC9	GPR3,PRED10	VEC1,VEC13,VEC5,VEC9	agree	-	-	GPR3,PRED10	VEC1,VEC13,VEC5,VEC9	same	unbounded-loop
ldnt1w_mzx_p_br_2x8	ldnt1w	6d4801a1	ldnt1w { z5.s, z13.s }, pn10/z, [x3, x1, lsl #2]	mortlach2	1:MRA	ok	GPR1,GPR3,PRED10	VEC13,VEC5	GPR1,GPR3,PRED10	VEC13,VEC5	agree	-	-	GPR1,GPR3,PRED10	VEC13,VEC5	same	unbounded-loop
ldnt1w_mzx_p_br_4x4	ldnt1w	69c801a1	ldnt1w { z1.s, z5.s, z9.s, z13.s }, pn10/z, [x3, x1, lsl #2]	mortlach2	1:MRA	ok	GPR1,GPR3,PRED10	VEC1,VEC13,VEC5,VEC9	GPR1,GPR3,PRED10	VEC1,VEC13,VEC5,VEC9	agree	-	-	GPR1,GPR3,PRED10	VEC1,VEC13,VEC5,VEC9	same	unbounded-loop
ldnt1w_z_p_ar_d_64_unscaled	ldnt1w	64c801c5	ldnt1w { z4.d }, p2/z, [z3.d, x1]	sve2	1:MRA	ok	GPR1,PRED2,VEC3	VEC4	GPR1,PRED2,VEC3	VEC4	agree	-	-	GPR1,PRED2,VEC3	VEC4	same	unbounded-loop
ldnt1w_z_p_ar_s_x32_unscaled	ldnt1w	64a80185	ldnt1w { z4.s }, p2/z, [z3.s, x1]	sve2	1:MRA	ok	GPR1,PRED2,VEC3	VEC4	GPR1,PRED2,VEC3	VEC4	agree	-	-	GPR1,PRED2,VEC3	VEC4	same	unbounded-loop
ldnt1w_z_p_bi_contiguous	ldnt1w	64e801a5	ldnt1w { z4.s }, p2/z, [x3, #1, mul vl]	sve	1:MRA	ok	GPR3,PRED2	VEC4	GPR3,PRED2	VEC4	agree	-	-	GPR3,PRED2	VEC4	same	unbounded-loop
ldnt1w_z_p_br_contiguous	ldnt1w	64c801a5	ldnt1w { z4.s }, p2/z, [x3, x1, lsl #2]	sve	1:MRA	ok	GPR1,GPR3,PRED2	VEC4	GPR1,GPR3,PRED2	VEC4	agree	-	-	GPR1,GPR3,PRED2	VEC4	same	unbounded-loop
ldr_p_bi_	ldr	64088185	ldr p4, [x3, #10, mul vl]	sve	1:MRA	ok	GPR3	PRED4	GPR3	PRED4	agree	-	-	GPR3	PRED4	same	-
ldr_z_bi_	ldr	64488185	ldr z4, [x3, #10, mul vl]	sve	1:MRA	ok	GPR3	VEC4	GPR3	VEC4	agree	-	-	GPR3	VEC4	same	-
ldr_za_ri_	ldr	432000e1	ldr za[w13, 3], [x2, #3, mul vl]	mortlach	1:MRA	ok	GPR13,GPR2	MATRIX	GPR13,GPR2	MATRIX	agree	-	-	GPR13,GPR2	MATRIX	same	-
ldr_zt_br_	ldr	20801fe1	ldr zt0, [x1]	mortlach2	1:MRA	ok	GPR1	MATRIX	GPR1	MATRIX	agree	-	-	GPR1	MATRIX	same	-
lsl_z_p_zi_	lsl	858b4304	lsl z5.s, p2/m, z5.s, #28	sve	1:MRA	ok	PRED2,VEC5	VEC5	PRED2,VEC5	VEC5	agree	-	-	PRED2,VEC5	VEC5	same	-
lsl_z_p_zw_	lsl	64885b04	lsl z4.h, p2/m, z4.h, z3.d	sve	1:MRA	ok	PRED2,VEC3,VEC4	VEC4	PRED2,VEC3,VEC4	VEC4	agree	-	-	PRED2,VEC3,VEC4	VEC4	same	unbounded-loop
lsl_z_p_zz_	lsl	64885304	lsl z4.h, p2/m, z4.h, z3.h	sve	1:MRA	ok	PRED2,VEC3,VEC4	VEC4	PRED2,VEC3,VEC4	VEC4	agree	-	-	PRED2,VEC3,VEC4	VEC4	same	unbounded-loop
lsl_z_zi_	lsl	859c7304	lsl z5.s, z4.s, #19	sve	1:MRA	ok	VEC4	VEC5	VEC4	VEC5	agree	-	-	VEC4	VEC5	same	-
lsl_z_zw_	lsl	648c6204	lsl z4.h, z3.h, z2.d	sve	1:MRA	ok	VEC2,VEC3	VEC4	VEC2,VEC3	VEC4	agree	-	-	VEC2,VEC3	VEC4	same	-
lslr_z_p_zz_	lslr	64885704	lslr z4.h, p2/m, z4.h, z3.h	sve	1:MRA	ok	PRED2,VEC3,VEC4	VEC4	PRED2,VEC3,VEC4	VEC4	agree	-	-	PRED2,VEC3,VEC4	VEC4	same	unbounded-loop
lsr_z_p_zi_	lsr	858b4104	lsr z5.s, p2/m, z5.s, #4	sve	1:MRA	ok	PRED2,VEC5	VEC5	PRED2,VEC5	VEC5	agree	-	-	PRED2,VEC5	VEC5	same	-
lsr_z_p_zw_	lsr	64885904	lsr z4.h, p2/m, z4.h, z3.d	sve	1:MRA	ok	PRED2,VEC3,VEC4	VEC4	PRED2,VEC3,VEC4	VEC4	agree	-	-	PRED2,VEC3,VEC4	VEC4	same	unbounded-loop
lsr_z_p_zz_	lsr	64885104	lsr z4.h, p2/m, z4.h, z3.h	sve	1:MRA	ok	PRED2,VEC3,VEC4	VEC4	PRED2,VEC3,VEC4	VEC4	agree	-	-	PRED2,VEC3,VEC4	VEC4	same	unbounded-loop
lsr_z_zi_	lsr	85947304	lsr z5.s, z4.s, #13	sve	1:MRA	ok	VEC4	VEC5	VEC4	VEC5	agree	-	-	VEC4	VEC5	same	-
lsr_z_zw_	lsr	64846204	lsr z4.h, z3.h, z2.d	sve	1:MRA	ok	VEC2,VEC3	VEC4	VEC2,VEC3	VEC4	agree	-	-	VEC2,VEC3	VEC4	same	-
lsrr_z_p_zz_	lsrr	64885504	lsrr z4.h, p2/m, z4.h, z3.h	sve	1:MRA	ok	PRED2,VEC3,VEC4	VEC4	PRED2,VEC3,VEC4	VEC4	agree	-	-	PRED2,VEC3,VEC4	VEC4	same	unbounded-loop
luti2_mz2_ztz_1	luti2	68e08cc0	luti2 { z8.s, z9.s }, zt0, z3[1]	mortlach2	1:MRA	ok	MATRIX,VEC3	VEC8,VEC9	MATRIX,VEC3	VEC8,VEC9	agree	-	-	MATRIX,VEC3	VEC8,VEC9	same	dead-reads:2
luti2_mz2_ztz_8	luti2	22c29cc0	luti2 { z2.b, z10.b }, zt0, z17[1]	mortlach2	1:MRA	ok	MATRIX,VEC17	VEC10,VEC2	MATRIX,VEC17	VEC10,VEC2	agree	-	-	MATRIX,VEC17	VEC10,VEC2	same	dead-reads:2
luti2_mz4_ztz_1	luti2	70a08dc0	luti2 { z16.s - z19.s }, zt0, z3[1]	mortlach2	1:MRA	ok	MATRIX,VEC3	VEC16,VEC17,VEC18,VEC19	MATRIX,VEC3	VEC16,VEC17,VEC18,VEC19	agree	-	-	MATRIX,VEC3	VEC16,VEC17,VEC18,VEC19	same	dead-reads:4
luti2_mz4_ztz_4	luti2	60809dc0	luti2 { z0.b, z4.b, z8.b, z12.b }, zt0, z3[1]	mortlach2	1:MRA	ok	MATRIX,VEC3	VEC0,VEC12,VEC4,VEC8	MATRIX,VEC3	VEC0,VEC12,VEC4,VEC8	agree	-	-	MATRIX,VEC3	VEC0,VEC12,VEC4,VEC8	same	dead-reads:4
luti2_z_ztz_	luti2	6460ccc0	luti2 z4.s, zt0, z3[1]	mortlach2	1:MRA	ok	MATRIX,VEC3	VEC4	MATRIX,VEC3	VEC4	agree	-	-	MATRIX,VEC3	VEC4	same	dead-reads:1
luti4_mz2_ztz_1	luti4	68e08ac0	luti4 { z8.s, z9.s }, zt0, z3[1]	mortlach2	1:MRA	ok	MATRIX,VEC3	VEC8,VEC9	MATRIX,VEC3	VEC8,VEC9	agree	-	-	MATRIX,VEC3	VEC8,VEC9	same	dead-reads:2
luti4_mz2_ztz_8	luti4	56409ac0	luti4 { z22.b, z30.b }, zt0, z2[0]	mortlach2	1:MRA	ok	MATRIX,VEC2	VEC22,VEC30	MATRIX,VEC2	VEC22,VEC30	agree	-	-	MATRIX,VEC2	VEC22,VEC30	same	dead-reads:2
luti4_mz4_ztz_1	luti4	70a08bc0	luti4 { z16.s - z19.s }, zt0, z3[1]	mortlach2	1:MRA	ok	MATRIX,VEC3	VEC16,VEC17,VEC18,VEC19	MATRIX,VEC3	VEC16,VEC17,VEC18,VEC19	agree	-	-	MATRIX,VEC3	VEC16,VEC17,VEC18,VEC19	same	dead-reads:4
luti4_mz4_ztz_4	luti4	d2929ac0	luti4 { z18.h, z22.h, z26.h, z30.h }, zt0, z22[0]	mortlach2	1:MRA	ok	MATRIX,VEC22	VEC18,VEC22,VEC26,VEC30	MATRIX,VEC22	VEC18,VEC22,VEC26,VEC30	agree	-	-	MATRIX,VEC22	VEC18,VEC22,VEC26,VEC30	same	dead-reads:4
luti4_z_ztz_	luti4	6460cac0	luti4 z4.s, zt0, z3[1]	mortlach2	1:MRA	ok	MATRIX,VEC3	VEC4	MATRIX,VEC3	VEC4	agree	-	-	MATRIX,VEC3	VEC4	same	dead-reads:1
mad_z_p_zzz_	mad	85cc4204	mad z5.h, p3/m, z2.h, z4.h	sve	1:MRA	ok	PRED3,VEC2,VEC4,VEC5	VEC5	PRED3,VEC2,VEC4,VEC5	VEC5	agree	-	-	PRED3,VEC2,VEC4,VEC5	VEC5	same	unbounded-loop
match_p_p_zz_	match	858c6245	match p5.h, p3/z, z4.h, z2.h	sve2	1:MRA	ok	PRED3,VEC2,VEC4	FLAGS,PRED5	PRED3,VEC2,VEC4	FLAGS,PRED5	agree	-	-	PRED3,VEC2,VEC4	FLAGS,PRED5	same	unbounded-loop
mla_z_p_zzz_	mla	854c4204	mla z5.h, p3/m, z4.h, z2.h	sve	1:MRA	ok	PRED3,VEC2,VEC4,VEC5	VEC5	PRED3,VEC2,VEC4,VEC5	VEC5	agree	-	-	PRED3,VEC2,VEC4,VEC5	VEC5	same	unbounded-loop
mla_z_zzzi_d	mla	6408f244	mla z4.d, z3.d, z2.d[1]	sve2	1:MRA	ok	VEC2,VEC3,VEC4	VEC4	VEC2,VEC3,VEC4	VEC4	agree	-	-	VEC2,VEC3,VEC4	VEC4	same	-
mla_z_zzzi_h	mla	85087344	mla z5.h, z4.h, z3.h[6]	sve2	1:MRA	ok	VEC3,VEC4,VEC5	VEC5	VEC3,VEC4,VEC5	VEC5	agree	-	-	VEC3,VEC4,VEC5	VEC5	same	-
mla_z_zzzi_s	mla	6408aa44	mla z4.s, z3.s, z2.s[1]	sve2	1:MRA	ok	VEC2,VEC3,VEC4	VEC4	VEC2,VEC3,VEC4	VEC4	agree	-	-	VEC2,VEC3,VEC4	VEC4	same	-
mls_z_p_zzz_	mls	856c4204	mls z5.h, p3/m, z4.h, z2.h	sve	1:MRA	ok	PRED3,VEC2,VEC4,VEC5	VEC5	PRED3,VEC2,VEC4,VEC5	VEC5	agree	-	-	PRED3,VEC2,VEC4,VEC5	VEC5	same	unbounded-loop
mls_z_zzzi_d	mls	640cf244	mls z4.d, z3.d, z2.d[1]	sve2	1:MRA	ok	VEC2,VEC3,VEC4	VEC4	VEC2,VEC3,VEC4	VEC4	agree	-	-	VEC2,VEC3,VEC4	VEC4	same	-
mls_z_zzzi_h	mls	850c7344	mls z5.h, z4.h, z3.h[6]	sve2	1:MRA	ok	VEC3,VEC4,VEC5	VEC5	VEC3,VEC4,VEC5	VEC5	agree	-	-	VEC3,VEC4,VEC5	VEC5	same	-
mls_z_zzzi_s	mls	640caa44	mls z4.s, z3.s, z2.s[1]	sve2	1:MRA	ok	VEC2,VEC3,VEC4	VEC4	VEC2,VEC3,VEC4	VEC4	agree	-	-	VEC2,VEC3,VEC4	VEC4	same	-
mova_mz2_za_b1	mova	68c006c0	mov { z8.b, z9.b }, za0v.b[w14, 6:7]	mortlach2	1:MRA	ok	GPR14,MATRIX	VEC8,VEC9	GPR14,MATRIX	VEC8,VEC9	agree	-	-	GPR14,MATRIX	VEC8,VEC9	same	-
mova_mz2_za_d1	mova	68c0c6c0	mov { z8.d, z9.d }, za3v.d[w14, 0:1]	mortlach2	1:MRA	ok	GPR14,MATRIX	VEC8,VEC9	GPR14,MATRIX	VEC8,VEC9	agree	-	-	GPR14,MATRIX	VEC8,VEC9	same	-
mova_mz2_za_h1	mova	8ac046c0	mov { z10.h, z11.h }, za1v.h[w14, 0:1]	mortlach2	1:MRA	ok	GPR14,MATRIX	VEC10,VEC11	GPR14,MATRIX	VEC10,VEC11	agree	-	-	GPR14,MATRIX	VEC10,VEC11	same	-
mova_mz2_za_w1	mova	cac086c0	mov { z10.s, z11.s }, za3v.s[w14, 0:1]	mortlach2	1:MRA	ok	GPR14,MATRIX	VEC10,VEC11	GPR14,MATRIX	VEC10,VEC11	agree	-	-	GPR14,MATRIX	VEC10,VEC11	same	-
mova_mz4_za_b1	mova	70c406c0	mov { z16.b - z19.b }, za0v.b[w14, 12:15]	mortlach2	1:MRA	ok	GPR14,MATRIX	VEC16,VEC17,VEC18,VEC19	GPR14,MATRIX	VEC16,VEC17,VEC18,VEC19	agree	-	-	GPR14,MATRIX	VEC16,VEC17,VEC18,VEC19	same	-
mova_mz4_za_d1	mova	70c4c6c0	mov { z16.d - z19.d }, za3v.d[w14, 0:3]	mortlach2	1:MRA	ok	GPR14,MATRIX	VEC16,VEC17,VEC18,VEC19	GPR14,MATRIX	VEC16,VEC17,VEC18,VEC19	agree	-	-	GPR14,MATRIX	VEC16,VEC17,VEC18,VEC19	same	-
mova_mz4_za_h1	mova	54c446c0	mov { z20.h - z23.h }, za1v.h[w14, 0:3]	mortlach2	1:MRA	ok	GPR14,MATRIX	VEC20,VEC21,VEC22,VEC23	GPR14,MATRIX	VEC20,VEC21,VEC22,VEC23	agree	-	-	GPR14,MATRIX	VEC20,VEC21,VEC22,VEC23	same	-
mova_mz4_za_w1	mova	70c486c0	mov { z16.s - z19.s }, za3v.s[w14, 0:3]	mortlach2	1:MRA	ok	GPR14,MATRIX	VEC16,VEC17,VEC18,VEC19	GPR14,MATRIX	VEC16,VEC17,VEC18,VEC19	agree	-	-	GPR14,MATRIX	VEC16,VEC17,VEC18,VEC19	same	-
mova_mz_za2_1	mova	462806c0	mov { z6.d, z7.d }, za.d[w9, 2, vgx2]	mortlach2	1:MRA	ok	GPR9,MATRIX	VEC6,VEC7	GPR9,MATRIX	VEC6,VEC7	agree	-	-	GPR9,MATRIX	VEC6,VEC7	same	index-runtime:ZA
mova_mz_za4_1	mova	4c2c06c0	mov { z12.d - z15.d }, za.d[w9, 2, vgx4]	mortlach2	1:MRA	ok	GPR9,MATRIX	VEC12,VEC13,VEC14,VEC15	GPR9,MATRIX	VEC12,VEC13,VEC14,VEC15	agree	-	-	GPR9,MATRIX	VEC12,VEC13,VEC14,VEC15	same	index-runtime:ZA
mova_z_p_rza_b	mova	85cc02c0	mov z5.b, p3/m, za0v.b[w14, 4]	mortlach	1:MRA	ok	GPR14,MATRIX,PRED3,VEC5	VEC5	GPR14,MATRIX,PRED3,VEC5	VEC5	agree	-	-	GPR14,MATRIX,PRED3,VEC5	VEC5	same	-
mova_z_p_rza_d	mova	26cdc2c0	mov z6.d, p3/m, za4v.d[w14, 1]	mortlach	1:MRA	ok	GPR14,MATRIX,PRED3,VEC6	VEC6	GPR14,MATRIX,PRED3,VEC6	VEC6	agree	-	-	GPR14,MATRIX,PRED3,VEC6	VEC6	same	-
